Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
11-janv;21;327;USA;Equilibré;Equilibré;327_Equilibré;Equilibré;327_Equilibré;Petit pois Assez de légumes Assez de fruits Assez de protéines Assez de féculents Un cookie Trop de gras;Assez_légumes Assez_fruits Assez_protéines Assez_féculents Trop_gras;7;8;Petit pois et salade de fruits;Cookie;2;Jamais;Déjeuner;Entre chaque repas;Oui, tous les midis;A tous les repas;Plusieurs fois par semaine;Environ une fois par semaine;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Plusieurs fois par semaine;Jamais;Non, jamais;Non, jamais;33,33333333;33,33333333;33,33333333;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;0;Hokey;Asie;1;Des sushis, Des ramens;27;Masculin
12-janv;22;327;USA;Equilibré;Equilibré;327_Equilibré;Equilibré;327_Equilibré;Un peu trop de protéines Assez de légumes Assez de fruits Assez de féculents Trop gras;Trop_protéines Assez_légumes Assez_fruits Assez_féculents Trop_gras;7;7;Purée / fruits / légumes;Nuggets ketchup;3;Toujours;Déjeuner;Rarement;Oui, quelques fois par semaine;A tous les repas;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;20;50;30;Un repas qui fait plaisir à manger;Oui, mais seulement que je cuisine pour ma famille / mes amis;1;Velo d'appartement;Europe, Afrique, Amérique du Nord;2;Une galette bretonne, Un fish & chips;52;Féminin
12-janv;23;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop sucré Trop gras Trop de nuggets Trop de protéines Pas assez de légumes Trop de desserts Pas assez de fruits Assez de féculents;Trop_sucré Trop_gras Trop_protéines Pas_assez_légumes Pas_assez_fruits Assez_féculents;4;6;reste;nuggets + cookie;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Oui;A tous les repas;A tous les repas;A tous les repas;Rarement;Environ une fois par semaine;Oui, quelques fois par semaine;Non, jamais;Oui, toujours;35;25;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Equitation/ Marche;Europe;2;Un burger, Des fajitas / Des tacos / Des burritos;22;Féminin
12-janv;24;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Produits_transformés Trop de sucre Pas assez de légumes Trop de sel Assez de protéines mais pas la bonne source Assez de féculents Assez de fruits mais trop sucré;Produits_transformés Trop_sucré Pas_assez_légumes Trop_salé Assez_protéines Mauvaises_protéines Assez_féculents Assez_fruits Trop_sucré;4;4;Aucune;Aucune;2;Jamais;Déjeuner;Jamais;Non, jamais;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;30;40;Un repas qui fait plaisir à manger;Oui, parfois, cela dépend de mon humeur;2;Equitation;Europe;2;Des fruits de mer, Une galette bretonne;22;Féminin
12-janv;25;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Pas assez de légumes Pas assez de fruits Trop de féculents Trop de protéines Trop sucré;Pas_assez_légumes Pas_assez_fruits Trop_féculents Trop_protéines Trop_sucré;5;6;Fruits / légumes;Tout le reste;2;Jamais;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;1;Course;Europe;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);20;Masculin
12-janv;26;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Pas assez de légumes Pas assez de fruits Trop de sucre Assez de féculents Assez de protéines Trop gras;Pas_assez_légumes Pas_assez_fruits Trop_sucré Assez_féculents Assez_protéines Trop_gras;5;6;Petits Poids / Purée;Cookie;3;Week_end;Dîner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;10;Badminton/Rock/Course/Rando;Europe;4;Des sushis, Une raclette / Une tartiflette;20;Féminin
12-janv;27;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Produits_transformés Trop de sucre en général Assez de protéines Pas assez de légumes Assez de fruits mais pas la bonne forme Assez de féculents mais pas la bonne forme;Produits_transformés Trop_sucré Assez_protéines Pas_assez_légumes Assez_fruits Mauvais_fruits Assez_féculents Mauvais_féculents;2;3;Petit pois + fruits + purée;Ketchup;4;Toujours;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par semaine;Jamais;Oui, mais que à la maison;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Course à pied + Vélo + Fitness + Natation;Europe, Afrique, Océanie;2;Des ramens, Un couscous / Une tajine;23;Féminin
12-janv;28;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de fruits Pas assez de légumes Assez de protéines Trop sucré Trop gras Pas assez de féculents;Pas_assez_fruits Pas_assez_légumes Assez_protéines Trop_sucré Trop_gras Pas_assez_féculents;2;2;Petits pois;Salade fruits / nuggets;4;Toujours;Petit_dej;Rarement;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;5;Course;Europe, Afrique, Asie;2;Un couscous / Une tajine, Une raclette / Une tartiflette;22;Féminin
12-janv;29;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Assez de légumes Assez de fruits Trop sucré Pas du fruit frais Trop gras Assez de protéines Assez de féculents;Assez_légumes Assez_fruits Trop_sucré Trop_gras Assez_protéines Assez_féculents;4;2;Aucune;Cookie/Nuggets;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Rarement;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, toujours;Oui, toujours;25;50;25;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;10;Rugby/Hand/Volley;Europe;2;Des ramens, Une galette bretonne;22;Masculin
12-janv;30;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Pas assez de légumes Assez de féculents Trop sucré (Ketchup, cookie salade de fruit) Trop gras Trop de protéines Assez de fruits mais pas sous la bonne forme;Pas_assez_légumes Assez_féculents Trop_sucré Trop_gras Trop_protéines Assez_fruits Mauvais_fruits;4;8;Petit pois;Nuggets +ketchup;3;Toujours;Dîner;Rarement;Oui, quelques fois par mois;Jamais;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;30;40;30;Un repas sans protéines d'origine animale;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Yoga Marche;Europe, Afrique;2;Des sushis, Une raclette / Une tartiflette;21;Féminin
12-janv;31;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de fruits Pas assez de légumes Produits hyper-transformés Assez de protéines Assez de féculents Trop sucré Trop salé;Pas_assez_fruits Pas_assez_légumes Produits_transformés Assez_protéines Assez_féculents Trop_sucré Trop_salé;6;9;Gauche;Bas droite;3;Toujours;Déjeuner;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Lutte marche;Europe, Asie, Amérique du Nord, Amérique du Sud;3;Des ramens, Une galette bretonne;24;Féminin
12-janv;32;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de fibres Pas assez de fruits Pas assez de légumes Pas assez de féculents Pas assez de protéines Produits transformés;Pas_assez_fibres Pas_assez_fruits Pas_assez_légumes Pas_assez_féculents Pas_assez_protéines Produits_transformés;3;3;Légumes/Féculents;Nuggets;3;Semaine;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;70;10;20;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;0;Football/Musculation/Boxe;Europe, Afrique;5;Des sushis, Un steak accompagné de frites;38;Masculin
12-janv;33;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de fruits Pas assez de légumes Assez de protéines Produit transformé Pas assez de féculents Trop sucré Trop salé;Pas_assez_fruits Pas_assez_légumes Assez_protéines Produits_transformés Pas_assez_féculents Trop_sucré Trop_salé;2;0;Petits pois;Ketchup / cookie / nuggets;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Rarement;Jamais;Non, jamais;Oui, toujours;30;40;30;Un repas avec une majorité de féculents;Oui, parfois, cela dépend de mon humeur;5;Footing Fitness;Europe;4;Un burger, Une raclette / Une tartiflette;22;Masculin
12-janv;34;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de féculents Trop gras Pas assez de légumes Pas assez de fruits Assez de protéines;Trop_féculents Trop_gras Pas_assez_légumes Pas_assez_fruits Assez_protéines;3;4;Aucune;nuggets ketchup;4;Toujours;Petit_dej;Environ une fois par semaine;Oui, quelques fois par mois;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Oui, toujours;25;35;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;2;Handball;Europe, Afrique, Amérique du Nord;2;Des sushis, Des fajitas / Des tacos / Des burritos;23;Féminin
12-janv;35;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de sucre Trop de gras Pas assez de féculents Pas assez de légumes Pas assez de diversité de légumes Trop de protéines et pas de bonne qualité Pas assez de fruits;Trop_sucré Trop_gras Pas_assez_féculents Pas_assez_légumes Pas_assez_diversifié Trop_protéines Mauvaises_protéines Pas_assez_fruits;2;4;Fruit + petit pois;Cookie + nuggets;3;Week_end;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Rarement;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;20;50;30;Un repas avec une majorité de féculents;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe, Amérique du Nord;2;Un burger, Une pizza / Des pâtes;23;Masculin
12-janv;36;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop sucré Trop gras Trop industriel Pas diversifié Assez de légumes Assez de protéines Assez de fruits Assez de féculents;Trop_sucré Trop_gras Produits_transformés Pas_assez_diversifié Assez_légumes Assez_protéines Assez_fruits Assez_féculents;1;0;Petits pois;Cookie;3;Toujours;Dîner;Rarement;Oui, tous les midis;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, toujours;45;40;15;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;7;Volley/Escalade;Europe, Afrique;2;Un steak accompagné de frites, Une poutine;24;Masculin
12-janv;37;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de fruits Pas assez de légumes Pas bonne forme des 2 Trop de protéines Trop de friture Assez de féculents Trop sucré Trop gras;Pas_assez_fruits Pas_assez_légumes Mauvais_fruits Mauvais_légumes Trop_protéines Trop_friture Assez_féculents Trop_sucré Trop_gras;2;3;Petits pois / fruits;Nuggets ketchup;3;Toujours;Déjeuner;Jamais;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Rarement;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, toujours;20;40;40;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;1;Marche Fitness Natation;Europe, Afrique, Amérique du Sud;3;Des sushis, Un fish & chips;23;Féminin
13-janv;38;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Pas assez de fruits Pas assez de légumes Trop sucré Trop de protéines Trop gras Un peu trop de féculents;Pas_assez_fruits Pas_assez_légumes Trop_sucré Trop_protéines Trop_gras Trop_féculents;3;3;Petits pois;Tout le reste sauf purée;3;Toujours;Petit_dej;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Rarement;Environ une fois par semaine;Oui, tous les jours;Non, jamais;Oui, toujours;50;35;15;Un repas avec une majorité de légumes;Non, je n'aime pas ça;1;équitation;Europe;3;Des ramens, Un phô à la viande;21;Féminin
13-janv;39;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de sucre Trop de gras Produit transformé Fruit mais pas les bons Assez de fruits Pas assez de légumes Assez de féculents Pas les bonnes protéines Assez de protéines;Trop_sucré Trop_gras Produits_transformés Mauvais_fruits Assez_fruits Pas_assez_légumes Assez_féculents Mauvaises_protéines Assez_protéines;3;4;Petit pois;Reste;3;Jamais;Déjeuner;Environ une fois par jour;Non, jamais;A tous les repas;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Environ une fois par semaine;Jamais;Non, jamais;Non, jamais;35;45;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Volley;Europe, Amérique du Nord;2;Des sushis, Un phô à la viande;22;Féminin
13-janv;40;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes Pas assez de fruits frais Trop de protéines Assez de féculents Trop gras Trop de friture Sucré;Pas_assez_légumes Pas_assez_fruits Trop_protéines Assez_féculents Trop_gras Trop_friture Trop_sucré;5;2;Petits pois;Nuggets;3;Toujours;Petit_dej;Plusieurs fois par semaine;Non, jamais;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Rarement;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;10;60;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;4;Kiné Muscu;Europe, Asie;3;Des fruits de mer, Un phô à la viande;22;Féminin
13-janv;41;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Trop lourd Produits_transformés Trop calorie Trop gras Trop de sucre Trop de féculents Assez de protéines Assez de fruits Cookie pas nécessaire Pas assez de légumes;Trop_lourd Produits_transformés Trop_calorique Trop_gras Trop_sucré Trop_féculents Assez_protéines Assez_fruits Pas_assez_légumes;4;6;Aucune;Aucune;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Natation + Marche;Europe, Afrique, Asie, Amérique du Nord, Océanie;2;Des ramens, Une galette bretonne;18;Féminin
